x,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49,y50
-10.2,0.6998747,-0.71426564,10.699875,4.285734,-10.699875,-0.6998747,0.37797773,-0.35922977,-1.4285313,-7.138722,-10.2,-28.6,-25.4,10.2,8.1,104.04,-104.04,208.08,114.04,51.84,-1061.208,1061.208,1061.208,-2122.416,-3178.624,-551.368,1815.848,-1071.408,-957.168,-1264.288,10.2,3.193744,10.442222,1.2100501,0.2,51.0,-10.2,1.4141403,104.739876,408.75427,-20.050062,20.042868,2.3223877,-0.00907441,12.322388,4.624973,-4.624973,-0.24994822,-0.6998747,-0.65506274
-10.1,0.62507063,-0.7805682,10.625071,4.219432,-10.625071,-0.62507063,0.33123392,0.99579287,-1.5611364,-6.3132133,-10.1,-28.3,-25.2,10.1,8.05,102.01,-102.01,204.02,112.01,50.41,-1030.301,1030.301,1030.301,-2060.602,-3085.903,-531.441,1771.561,-1040.401,-928.291,-1229.321,10.1,3.1780498,10.3445635,1.2343574,0.1,50.5,-10.1,1.4056388,102.63507,404.79056,-19.887465,19.809715,2.3125355,-0.009082652,12.312535,4.6151204,-4.6151204,-0.24395514,-0.62507063,-0.70368326
-10.0,0.5440211,-0.8390715,10.544021,4.1609282,-10.544021,-0.5440211,0.2836622,-0.50636566,-1.678143,-5.4402113,-10.0,-28.0,-25.0,10.0,8.0,100.0,-100.0,200.0,110.0,49.0,-1000.0,1000.0,1000.0,-2000.0,-2995.0,-512.0,1728.0,-1010.0,-900.0,-1195.0,10.0,3.1622777,10.246951,1.2480621,-1.4210855e-13,50.0,-10.0,1.3830926,100.54402,400.83908,-19.72799,19.580463,2.3025851,-0.009090909,12.302585,4.6051702,-4.6051702,-0.22823632,-0.5440211,-0.7440231
-9.9,0.4575359,-0.88919115,10.457536,4.110809,-10.457536,-0.4575359,0.23538144,-0.58154595,-1.7783823,-4.5296054,-9.9,-27.7,-24.8,9.9,7.95,98.01,-98.01,196.02,108.01,47.61,-970.299,970.299,970.299,-1940.598,-2905.897,-493.039,1685.159,-980.199,-872.289,-1161.319,9.9,3.1464264,10.1493845,1.2481968,-0.1,49.5,-9.9,1.346727,98.46754,396.8992,-19.571232,19.355404,2.2925348,-0.009099181,12.292535,4.59512,-4.59512,-0.20341843,-0.4575359,-0.7765624
-9.8,0.36647913,-0.9304263,10.366479,4.069574,-10.366479,-0.36647913,0.18651237,0.9755857,-1.8608526,-3.5914955,-9.8,-27.4,-24.6,9.8,7.9,96.04,-96.04,192.08,106.04,46.24,-941.192,941.192,941.192,-1882.384,-2818.576,-474.552,1643.032,-950.992,-845.152,-1128.272,9.8,3.130495,10.051866,1.2321721,-0.2,49.0,-9.8,1.2969054,96.40648,392.97043,-19.41676,19.134787,2.2823825,-0.009107468,12.282382,4.5849676,-4.5849676,-0.1704909,-0.36647913,-0.8018747
-9.7,0.2717606,-0.96236485,10.271761,4.0376353,-10.271761,-0.2717606,0.13717711,-0.15712579,-1.9247297,-2.6360781,-9.7,-27.1,-24.4,9.7,7.85,94.09,-94.09,188.18,104.09,44.89,-912.673,912.673,912.673,-1825.346,-2733.019,-456.533,1601.613,-922.373,-818.583,-1095.853,9.7,3.1144824,9.954396,1.1979067,-0.3,48.5,-9.7,1.2341255,94.36176,389.05237,-19.26412,18.918818,2.272126,-0.00911577,12.272126,4.574711,-4.574711,-0.13076644,-0.2717606,-0.82054555
-9.6,0.17432678,-0.98468786,10.174327,4.015312,-10.174327,-0.17432678,0.087498985,-0.8693142,-1.9693757,-1.6735371,-9.6,-26.8,-24.2,9.6,7.8,92.16,-92.16,184.32,102.16,43.56,-884.736,884.736,884.736,-1769.472,-2649.208,-438.976,1560.896,-894.336,-792.576,-1064.056,9.6,3.0983868,9.856977,1.143937,-0.4,48.0,-9.6,1.1590146,92.33433,385.14468,-19.112837,18.707657,2.261763,-0.009124087,12.261764,4.564348,-4.564348,-0.08582873,-0.17432678,-0.8330995
-9.5,0.07515112,-0.9971722,10.075151,4.0028276,-10.075151,-0.07515112,0.037602153,0.7553493,-1.9943444,-0.7139357,-9.5,-26.5,-24.0,9.5,7.75,90.25,-90.25,180.5,100.25,42.25,-857.375,857.375,857.375,-1714.75,-2567.125,-421.875,1520.875,-866.875,-767.125,-1032.875,9.5,3.082207,9.75961,1.0695034,-0.5,47.5,-9.5,1.0723233,90.32515,381.24716,-18.962425,18.501413,2.2512918,-0.00913242,12.251292,4.553877,-4.553877,-0.0374693,-0.07515112,-0.8399397
-9.4,-0.024775425,-0.99969304,9.9752245,4.000307,-9.9752245,0.024775425,-0.012388663,0.38518262,-1.9993861,0.232889,-9.4,-26.2,-23.8,9.4,7.7,88.36,-88.36,176.72,98.36,40.96,-830.584,830.584,830.584,-1661.168,-2486.752,-405.224,1481.544,-839.984,-742.224,-1002.304,9.4,3.065942,9.662298,0.97461075,-0.6,47.0,-9.4,0.9749176,88.33523,377.35968,-18.812387,18.300154,2.2407098,-0.009140768,12.240709,4.543295,-4.543295,0.01238391,0.024775425,-0.8413051
-9.3,-0.124454424,-0.99222535,9.8755455,4.007775,-9.8755455,0.124454424,-0.062348515,-0.99537617,-1.9844507,1.1574261,-9.3,-25.9,-23.6,9.3,7.65,86.49,-86.49,172.98,96.49,39.69,-804.357,804.357,804.357,-1608.714,-2408.071,-389.017,1442.897,-813.657,-717.867,-972.337,9.3,3.04959,9.565041,0.8600567,-0.7,46.5,-9.3,0.8677709,86.36555,373.48224,-18.662228,18.103888,2.2300143,-0.00914913,12.230015,4.5325994,-4.5325994,0.061743416,0.124454424,-0.8372449
-9.2,-0.22288992,-0.9748436,9.77711,4.0251565,-9.77711,0.22288992,-0.112152524,0.18198192,-1.9496872,2.0505872,-9.2,-25.6,-23.4,9.2,7.6,84.64,-84.64,169.28,94.64,38.44,-778.688,778.688,778.688,-1557.376,-2331.064,-373.248,1404.928,-787.888,-694.048,-942.968,9.2,3.0331502,9.46784,0.72743016,-0.8,46.0,-9.2,0.7519537,84.41711,369.61484,-18.511444,17.912579,2.2192035,-0.00915751,12.219204,4.5217886,-4.5217886,0.10864141,0.22288992,-0.8276141
-9.1,-0.31909835,-0.9477216,9.680902,4.0522785,-9.680902,0.31909835,-0.16167621,0.90381014,-1.8954432,2.903795,-9.1,-25.3,-23.2,9.1,7.55,82.81,-82.81,165.62,92.81,37.21,-753.571,753.571,753.571,-1507.142,-2255.713,-357.911,1367.631,-762.671,-670.761,-914.191,9.1,3.0166206,9.370699,0.5790779,-0.9,45.5,-9.1,0.62862325,82.4909,365.75772,-18.359549,17.72614,2.2082744,-0.009165903,12.208275,4.5108595,-4.5108595,0.1512082,0.31909835,-0.8120881
-9.0,-0.4121185,-0.91113025,9.587881,4.0888696,-9.587881,0.4121185,-0.2107958,-0.629888,-1.8222605,3.7090664,-9.0,-25.0,-23.0,9.0,7.5,81.0,-81.0,162.0,91.0,36.0,-729.0,729.0,729.0,-1458.0,-2182.0,-343.0,1331.0,-738.0,-648.0,-886.0,9.0,3.0,9.273619,0.41803986,-1.0,45.0,-9.0,0.49901178,80.58788,361.91113,-18.206059,17.544436,2.1972246,-0.0091743115,12.197225,4.4998097,-4.4998097,0.18774681,0.4121185,-0.79019696
-8.9,-0.50102085,-0.8654352,9.49898,4.134565,-9.49898,0.50102085,-0.2593885,-0.62112993,-1.7308704,4.4590855,-8.9,-24.7,-22.8,8.9,7.45,79.21,-79.21,158.42,89.21,34.81,-704.969,704.969,704.969,-1409.938,-2109.907,-328.509,1295.029,-713.869,-625.759,-858.389,8.9,2.9832869,9.1766,0.24795724,-1.1,44.5,-8.9,0.36441436,78.70898,358.07544,-18.05051,17.367283,2.1860514,-0.009182736,12.186051,4.4886365,-4.4886365,0.21680054,0.50102085,-0.7613775
-8.8,-0.5849172,-0.81109303,9.415083,4.188907,-9.415083,0.5849172,-0.30733287,0.891124,-1.6221861,5.147271,-8.8,-24.4,-22.6,8.8,7.4,77.44,-77.44,154.88,87.44,33.64,-681.472,681.472,681.472,-1362.944,-2039.416,-314.432,1259.712,-690.272,-604.032,-831.352,8.8,2.9664793,9.079648,0.072954684,-1.2,44.0,-8.8,0.22617581,76.85508,354.2511,-17.892458,17.194454,2.1747518,-0.009191177,12.174751,4.477337,-4.477337,0.23721112,0.5849172,-0.7250404
-8.7,-0.66296923,-0.7486466,9.33703,4.2513533,-9.33703,0.66296923,-0.35450906,0.28765392,-1.4972932,5.7678323,-8.7,-24.1,-22.4,8.7,7.35,75.69,-75.69,151.38,85.69,32.49,-658.503,658.503,658.503,-1317.006,-1970.509,-300.763,1225.043,-667.203,-582.813,-804.883,8.7,2.9495761,8.982761,-0.10249743,-1.3,43.5,-8.7,0.085677415,75.02703,350.43866,-17.731485,17.025677,2.163323,-0.009199632,12.163323,4.465908,-4.465908,0.24816485,0.66296923,-0.6806479
-8.6,-0.7343971,-0.67872006,9.265603,4.32128,-9.265603,0.7343971,-0.40079919,-0.9912251,-1.3574401,6.315815,-8.6,-23.8,-22.2,8.6,7.3,73.96,-73.96,147.92,83.96,31.36,-636.056,636.056,636.056,-1272.112,-1903.168,-287.496,1191.016,-644.656,-562.096,-778.976,8.6,2.9325757,8.885944,-0.2737362,-1.4,43.0,-8.6,-0.05567705,73.2256,346.63873,-17.567198,16.86064,2.1517622,-0.009208103,12.151762,4.454347,-4.454347,0.24922502,0.7343971,-0.62779725
-8.5,-0.7984871,-0.6020119,9.201513,4.3979883,-9.201513,0.7984871,-0.44608748,0.006630984,-1.2040238,6.7871404,-8.5,-23.5,-22.0,8.5,7.25,72.25,-72.25,144.5,82.25,30.25,-614.125,614.125,614.125,-1228.25,-1837.375,-274.625,1157.625,-622.625,-541.875,-753.625,8.5,2.9154758,8.789198,-0.43606877,-1.5,42.5,-8.5,-0.19647521,71.451515,342.85202,-17.399244,16.698994,2.1400661,-0.00921659,12.140066,4.4426513,-4.4426513,0.24034937,0.7984871,-0.5663018
-8.4,-0.8545989,-0.51928866,9.145401,4.4807115,-9.145401,0.8545989,-0.4902608,0.99209327,-1.0385773,7.178631,-8.4,-23.2,-21.8,8.4,7.2,70.56,-70.56,141.12,80.56,29.16,-592.704,592.704,592.704,-1185.408,-1773.112,-262.144,1124.864,-601.104,-522.144,-728.824,8.4,2.8982754,8.692526,-0.5849382,-1.6,42.0,-8.4,-0.33531025,69.7054,339.07928,-17.227299,16.540356,2.1282318,-0.009225092,12.128232,4.4308167,-4.4308167,0.22189176,0.8545989,-0.4962627
-8.3,-0.90217185,-0.43137684,9.097828,4.568623,-9.097828,0.90217185,-0.5332087,-0.22314377,-0.8627537,7.488026,-8.3,-22.9,-21.6,8.3,7.15,68.89,-68.89,137.78,78.89,28.09,-571.787,571.787,571.787,-1143.574,-1710.361,-250.047,1092.727,-580.087,-502.897,-704.567,8.3,2.8809721,8.595929,-0.71608585,-1.7,41.5,-8.3,-0.47079498,67.98783,335.32138,-17.051086,16.384312,2.1162555,-0.009233611,12.116256,4.4188404,-4.4188404,0.19458802,0.90217185,-0.4181219
-8.2,-0.9407306,-0.33915487,9.05927,4.6608453,-9.05927,0.9407306,-0.574824,-0.95407426,-0.67830974,7.7139907,-8.2,-22.6,-21.4,8.2,7.1,67.24,-67.24,134.48,77.24,27.04,-551.368,551.368,551.368,-1102.736,-1649.104,-238.328,1061.208,-559.568,-484.128,-680.848,8.2,2.8635643,8.499412,-0.8257045,-1.8,41.0,-8.2,-0.6015757,66.29927,331.57916,-16.870365,16.230423,2.104134,-0.009242144,12.104135,4.406719,-4.406719,0.15952668,0.9407306,-0.3326902
-8.1,-0.9698898,-0.24354415,9.03011,4.756456,-9.03011,0.9698898,-0.6150024,0.35549697,-0.4870883,7.856107,-8.1,-22.3,-21.2,8.1,7.05,65.61,-65.61,131.22,75.61,26.01,-531.441,531.441,531.441,-1062.882,-1589.323,-226.981,1030.301,-539.541,-465.831,-657.661,8.1,2.8460498,8.402976,-0.91057605,-1.9,40.5,-8.1,-0.72634566,64.640114,327.85355,-16.684944,16.078228,2.091864,-0.009250694,12.091864,4.394449,-4.394449,0.11810549,0.9698898,-0.2411437
-8.0,-0.98935825,-0.14550003,9.010642,4.8545,-9.010642,0.98935825,-0.6536436,0.92002606,-0.29100007,7.914866,-8.0,-22.0,-21.0,8.0,7.0,64.0,-64.0,128.0,74.0,25.0,-512.0,512.0,512.0,-1024.0,-1531.0,-216.0,1000.0,-520.0,-448.0,-635.0,8.0,2.828427,8.306623,-0.968188,-2.0,40.0,-8.0,-0.84385824,63.010643,324.1455,-16.494678,15.92725,2.0794415,-0.009259259,12.079441,4.3820267,-4.3820267,0.07197583,0.98935825,-0.1449872
-7.9,-0.99894136,-0.046002127,9.001059,4.953998,-9.001059,0.99894136,-0.6906511,-0.40945178,-0.092004254,7.8916364,-7.9,-21.7,-20.8,7.9,6.95,62.41,-62.41,124.82,72.41,24.01,-493.039,493.039,493.039,-986.078,-1474.117,-205.379,970.299,-500.939,-430.629,-612.859,7.9,2.810694,8.21036,-0.99682516,-2.1,39.5,-7.9,-0.9529392,61.41106,320.456,-16.29947,15.7769985,2.0668628,-0.009267841,12.066863,4.3694477,-4.3694477,0.022976713,0.99894136,-0.045985904
-7.8,-0.9985433,0.05395542,9.001456,5.0539556,-9.001456,0.9985433,-0.7259323,-0.91265756,0.10791084,7.788638,-7.8,-21.4,-20.6,7.8,6.9,60.84,-60.84,121.68,70.84,23.04,-474.552,474.552,474.552,-949.104,-1418.656,-195.112,941.192,-482.352,-413.712,-591.232,7.8,2.792848,8.114185,-0.9956322,-2.2,39.0,-7.8,-1.0524988,59.841457,316.78604,-16.099272,15.626978,2.0541236,-0.009276438,12.054124,4.356709,-4.356709,-0.026938412,0.9985433,0.053929247
-7.7,-0.98816824,0.15337387,9.011832,5.1533737,-9.011832,0.98816824,-0.75939906,0.38965818,0.30674773,7.6088953,-7.7,-21.1,-20.4,7.7,6.85,59.29,-59.29,118.58,69.29,22.09,-456.533,456.533,456.533,-913.066,-1364.599,-185.193,912.673,-464.233,-397.243,-570.113,7.7,2.7748873,8.018105,-0.9646447,-2.3,38.5,-7.7,-1.1415421,58.30183,313.13663,-15.894084,15.4766865,2.0412204,-0.009285051,12.041221,4.3438053,-4.3438053,-0.07577959,0.98816824,0.15277325
-7.6,-0.96791965,0.25125983,9.032081,5.25126,-9.032081,0.96791965,-0.7909677,0.93608546,0.50251967,7.3561897,-7.6,-20.8,-20.2,7.6,6.8,57.76,-57.76,115.52,67.76,21.16,-438.976,438.976,438.976,-877.952,-1311.928,-175.616,884.736,-446.576,-381.216,-549.496,7.6,2.7568097,7.922121,-0.90478814,-2.4,38.0,-7.6,-1.2191795,56.79208,309.50873,-15.68396,15.32563,2.0281482,-0.00929368,12.028149,4.3307333,-4.3307333,-0.121599674,0.96791965,0.24862444
-7.5,-0.93799996,0.3466353,9.062,5.3466353,-9.062,0.93799996,-0.8205594,-0.2942472,0.6932706,7.035,-7.5,-20.5,-20.0,7.5,6.75,56.25,-56.25,112.5,66.25,20.25,-421.875,421.875,421.875,-843.75,-1260.625,-166.375,857.375,-429.375,-365.625,-529.375,7.5,2.738613,7.826238,-0.8178439,-2.5,37.5,-7.5,-1.2846353,55.312,305.90335,-15.469,15.173318,2.014903,-0.009302326,12.014903,4.317488,-4.317488,-0.16257197,0.93799996,0.33973518
-7.4,-0.8987081,0.4385473,9.101292,5.438547,-9.101292,0.8987081,-0.8481,-0.9763597,0.8770946,6.6504397,-7.4,-20.2,-19.8,7.4,6.7,54.76,-54.76,109.52,64.76,19.36,-405.224,405.224,405.224,-810.448,-1210.672,-157.464,830.584,-412.624,-350.464,-509.744,7.4,2.720294,7.730459,-0.70638436,-2.6,37.0,-7.4,-1.3372555,53.861294,302.32144,-15.249354,15.019274,2.00148,-0.009310987,12.00148,4.304065,-4.304065,-0.19706301,0.8987081,0.4246247
-7.3,-0.8504366,0.5260775,9.149564,5.5260777,-9.149564,0.8504366,-0.8735209,0.11680784,1.052155,6.208187,-7.3,-19.9,-19.6,7.3,6.65,53.29,-53.29,106.58,63.29,18.49,-389.017,389.017,389.017,-778.034,-1162.051,-148.877,804.357,-396.317,-335.727,-490.597,7.3,2.7018511,7.634789,-0.5736791,-2.7,36.5,-7.3,-1.3765142,52.439564,298.76392,-15.025218,14.863039,1.9878744,-0.009319665,11.987874,4.2904596,-4.2904596,-0.2236978,0.8504366,0.5021451
-7.2,-0.79366785,0.6083513,9.206332,5.608351,-9.206332,0.79366785,-0.89675844,0.9999931,1.2167026,5.7144084,-7.2,-19.6,-19.4,7.2,6.6,51.84,-51.84,103.68,61.84,17.64,-373.248,373.248,373.248,-746.496,-1114.744,-140.608,778.688,-380.448,-321.408,-471.928,7.2,2.6832817,7.539231,-0.42357653,-2.8,36.0,-7.2,-1.4020191,51.046333,295.23166,-14.796834,14.704176,1.974081,-0.009328358,11.974081,4.276666,-4.276666,-0.24141444,0.79366785,0.5715153
-7.1,-0.72896904,0.68454665,9.271031,5.6845465,-9.271031,0.72896904,-0.91775453,0.14401501,1.3690933,5.17568,-7.1,-19.3,-19.2,7.1,6.55,50.41,-50.41,100.82,60.41,16.81,-357.911,357.911,357.911,-715.822,-1068.733,-132.651,753.571,-365.011,-307.501,-453.731,7.1,2.6645825,7.4437895,-0.2603649,-2.9,35.5,-7.1,-1.4135157,49.68103,291.72546,-14.564485,14.5422735,1.9600948,-0.009337069,11.960094,4.26268,-4.26268,-0.24950667,0.72896904,0.6323219
-7.0,-0.6569866,0.75390226,9.343014,5.7539024,-9.343014,0.6569866,-0.9364567,-0.95375264,1.5078045,4.598906,-7.0,-19.0,-19.0,7.0,6.5,49.0,-49.0,98.0,59.0,16.0,-343.0,343.0,343.0,-686.0,-1024.0,-125.0,729.0,-350.0,-294.0,-436.0,7.0,2.6457512,7.3484693,-0.08861799,-3.0,35.0,-7.0,-1.4108889,48.343014,288.2461,-14.328493,14.376951,1.9459101,-0.009345794,11.94591,4.248495,-4.248495,-0.24765185,0.6569866,0.6844888
-6.9,-0.5784398,0.8157251,9.42156,5.8157253,-9.42156,0.5784398,-0.9528182,-0.46719024,1.6314502,3.9912343,-6.9,-18.7,-18.8,6.9,6.45,47.61,-47.61,95.22,57.61,15.21,-328.509,328.509,328.509,-657.018,-980.527,-117.649,704.969,-335.409,-280.899,-418.729,6.9,2.626785,7.253275,0.08696768,-3.1,34.5,-6.9,-1.3941649,47.03156,284.79428,-14.08922,14.207863,1.9315214,-0.009354537,11.931521,4.2341065,-4.2341065,-0.23592392,0.5784398,0.7282227
-6.8,-0.49411336,0.86939746,9.505887,5.8693976,-9.505887,0.49411336,-0.9667982,0.7732114,1.7387949,3.3599708,-6.8,-18.4,-18.6,6.8,6.4,46.24,-46.24,92.48,56.24,14.44,-314.432,314.432,314.432,-628.864,-938.296,-110.592,681.472,-321.232,-268.192,-401.912,6.8,2.607681,7.158212,0.26173866,-3.2,34.0,-6.8,-1.3635108,45.745888,281.3706,-13.847056,14.0346985,1.9169226,-0.0093632955,11.916923,4.2195077,-4.2195077,-0.21479045,0.49411336,0.7639403
-6.7,-0.40484992,0.9143832,9.59515,5.914383,-9.59515,0.40484992,-0.97836167,0.7880918,1.8287663,2.7124944,-6.7,-18.1,-18.4,6.7,6.35,44.89,-44.89,89.78,54.89,13.69,-300.763,300.763,300.763,-601.526,-897.289,-103.823,658.503,-307.463,-255.873,-385.543,6.7,2.588436,7.0632854,0.4312466,-3.3,33.5,-6.7,-1.3192331,44.48515,277.97562,-13.602425,13.857192,1.9021075,-0.009372071,11.902107,4.204693,-4.204693,-0.18509397,0.40484992,0.79218626
-6.6,-0.31154135,0.95023257,9.688458,5.9502325,-9.688458,0.31154135,-0.98747975,-0.4098569,1.9004651,2.056173,-6.6,-17.8,-18.2,6.6,6.3,43.56,-43.56,87.12,53.56,12.96,-287.496,287.496,287.496,-574.992,-857.488,-97.336,636.056,-294.096,-243.936,-369.616,6.6,2.5690465,6.9685006,0.5914006,-3.4,33.0,-6.6,-1.261774,43.24846,274.60977,-13.355771,13.675117,1.8870697,-0.009380863,11.88707,4.189655,-4.189655,-0.14801838,0.31154135,0.8135508
-6.5,-0.21511999,0.97658765,9.78488,5.976588,-9.78488,0.21511999,-0.99412966,-0.98698705,1.9531753,1.3982799,-6.5,-17.5,-18.0,6.5,6.25,42.25,-42.25,84.5,52.25,12.25,-274.625,274.625,274.625,-549.25,-818.875,-91.125,614.125,-281.125,-232.375,-354.125,6.5,2.5495098,6.8738637,0.7386034,-3.5,32.5,-6.5,-1.1917076,42.03488,271.2734,-13.10756,13.488294,1.8718022,-0.0093896715,11.871802,4.1743875,-4.1743875,-0.10504176,0.21511999,0.82859176
-6.4,-0.1165492,0.9931849,9.8834505,5.993185,-9.8834505,0.1165492,-0.9982948,-0.11901275,1.9863698,0.74591494,-6.4,-17.2,-17.8,6.4,6.2,40.96,-40.96,81.92,50.96,11.56,-262.144,262.144,262.144,-524.288,-781.432,-85.184,592.704,-268.544,-221.184,-339.064,6.4,2.529822,6.7793803,0.8698671,-3.6,32.0,-6.4,-1.1097342,40.843452,267.96683,-12.858274,13.296593,1.856298,-0.009398496,11.856298,4.158883,-4.158883,-0.057877455,0.1165492,0.83776927
-6.3,-0.0168139,0.9998586,9.983186,5.999859,-9.983186,0.0168139,-0.99996465,0.9130515,1.9997172,0.10592757,-6.3,-16.9,-17.6,6.3,6.15,39.69,-39.69,79.38,49.69,10.89,-250.047,250.047,250.047,-500.094,-745.141,-79.507,571.787,-256.347,-210.357,-324.427,6.3,2.50998,6.685058,0.9829034,-3.7,31.5,-6.3,-1.0166725,39.673187,264.69016,-12.608407,13.099929,1.8405496,-0.009407338,11.840549,4.1431346,-4.1431346,-0.008405762,0.0168139,0.8413946
-6.2,0.083089404,0.9965421,10.08309,5.996542,-10.08309,-0.083089404,-0.99913514,0.6749435,1.9930842,-0.5151543,-6.2,-16.6,-17.4,6.2,6.1,38.44,-38.44,76.88,48.44,10.24,-238.328,238.328,238.328,-476.656,-709.984,-74.088,551.368,-244.528,-199.888,-310.208,6.2,2.48998,6.590903,1.0761856,-3.8,31.0,-6.2,-0.9134527,38.52309,261.44345,-12.358456,12.898271,1.8245493,-0.009416196,11.82455,4.1271343,-4.1271343,0.041401044,-0.083089404,0.83959764
-6.1,0.18216251,0.98326844,10.182162,5.9832683,-10.182162,-0.18216251,-0.9958083,-0.46984205,1.9665369,-1.1111913,-6.1,-16.3,-17.2,6.1,6.05,37.21,-37.21,74.42,47.21,9.61,-226.981,226.981,226.981,-453.962,-675.943,-68.921,531.441,-233.081,-189.771,-296.401,6.1,2.4698179,6.4969225,1.1489793,-3.9,30.5,-6.1,-0.8011059,37.392162,258.22675,-12.108919,12.691634,1.8082888,-0.009425071,11.808289,4.1108737,-4.1108737,0.08955732,-0.18216251,0.83231354
-6.0,0.2794155,0.96017027,10.279415,5.9601703,-10.279415,-0.2794155,-0.9899925,-0.99177885,1.9203405,-1.676493,-6.0,-16.0,-17.0,6.0,6.0,36.0,-36.0,72.0,46.0,9.0,-216.0,216.0,216.0,-432.0,-643.0,-64.0,512.0,-222.0,-180.0,-283.0,6.0,2.4494898,6.4031243,1.2013425,-4.0,30.0,-6.0,-0.6807548,36.279415,255.03983,-11.860292,12.480085,1.7917595,-0.009433962,11.7917595,4.0943446,-4.0943446,0.13414323,-0.2794155,0.8192892
-5.9,0.37387666,0.92747843,10.373877,5.9274783,-10.373877,-0.37387666,-0.9817022,-0.24980688,1.8549569,-2.2058723,-5.9,-15.7,-16.8,5.9,5.95,34.81,-34.81,69.62,44.81,8.41,-205.379,205.379,205.379,-410.758,-611.137,-59.319,493.039,-211.279,-170.569,-269.999,5.9,2.4289916,6.3095164,1.234093,-4.1,29.5,-5.9,-0.55360174,35.183876,251.88252,-11.613062,12.26374,1.7749523,-0.0094428705,11.774952,4.0775375,-4.0775375,0.17338127,-0.37387666,0.8001099
-5.8,0.46460217,0.8855195,10.464602,5.8855195,-10.464602,-0.46460217,-0.9709582,0.79409623,1.771039,-2.6946926,-5.8,-15.4,-16.6,5.8,5.9,33.64,-33.64,67.28,43.64,7.84,-195.112,195.112,195.112,-390.224,-580.336,-54.872,474.552,-200.912,-161.472,-257.392,5.8,2.408319,6.2161083,1.248747,-4.2,29.0,-5.8,-0.42091733,34.104603,248.75449,-11.367699,12.04276,1.7578579,-0.009451796,11.757858,4.060443,-4.060443,0.20570715,-0.46460217,0.7742439
-5.7,0.5506855,0.8347128,10.550686,5.834713,-10.550686,-0.5506855,-0.9577872,0.879149,1.6694256,-3.1389077,-5.7,-15.1,-16.4,5.7,5.85,32.49,-32.49,64.98,42.49,7.29,-185.193,185.193,185.193,-370.386,-550.579,-50.653,456.533,-190.893,-152.703,-245.173,5.7,2.3874674,6.1229076,1.2474309,-4.3,28.5,-5.7,-0.28402725,33.040684,245.65529,-11.124658,11.817356,1.7404661,-0.009460738,11.740466,4.0430512,-4.0430512,0.22983213,-0.5506855,0.7411037
-5.6,0.63126665,0.77556586,10.631267,5.775566,-10.631267,-0.63126665,-0.94222236,-0.055897385,1.5511317,-3.535093,-5.6,-14.8,-16.2,5.6,5.8,31.36,-31.36,62.72,41.36,6.76,-175.616,175.616,175.616,-351.232,-521.848,-46.656,438.976,-181.216,-144.256,-233.336,5.6,2.366432,6.0299253,1.232769,-4.4,28.0,-5.6,-0.14429924,31.991266,242.58443,-10.884367,11.587783,1.7227666,-0.009469697,11.722767,4.0253515,-4.0253515,0.24479443,-0.63126665,0.7001202
-5.5,0.7055403,0.7086698,10.705541,5.7086697,-10.705541,-0.7055403,-0.9243024,-0.9191537,1.4173396,-3.8804717,-5.5,-14.5,-16.0,5.5,5.75,30.25,-30.25,60.5,40.25,6.25,-166.375,166.375,166.375,-332.75,-494.125,-42.875,421.875,-171.875,-136.125,-221.875,5.5,2.345208,5.937171,1.2077532,-4.5,27.5,-5.5,-0.0031294487,30.95554,239.54134,-10.64723,11.354335,1.704748,-0.009478673,11.704748,4.0073333,-4.0073333,0.24999756,-0.7055403,0.6508244
-5.4,0.7727645,0.63469285,10.772764,5.6346927,-10.772764,-0.7727645,-0.90407217,-0.77433664,1.2693857,-4.1729283,-5.4,-14.2,-15.8,5.4,5.7,29.16,-29.16,58.32,39.16,5.76,-157.464,157.464,157.464,-314.928,-467.392,-39.304,405.224,-162.864,-128.304,-210.784,5.4,2.32379,5.8446555,1.1755996,-4.6,27.0,-5.4,0.13807161,29.932764,236.52531,-10.413618,11.117347,1.686399,-0.009487666,11.6863985,3.988984,-3.988984,0.24523406,-0.7727645,0.59293026
-5.3,0.83226746,0.55437434,10.832268,5.554374,-10.832268,-0.83226746,-0.8815822,0.18329175,1.1087487,-4.4110174,-5.3,-13.9,-15.6,5.3,5.65,28.09,-28.09,56.18,38.09,5.29,-148.877,148.877,148.877,-297.754,-441.631,-35.937,389.017,-154.177,-120.787,-200.057,5.3,2.302173,5.752391,1.1395984,-4.7,26.5,-5.3,0.2778931,28.922268,233.53563,-10.1838665,10.877187,1.6677068,-0.009496676,11.6677065,3.9702919,-3.9702919,0.23069386,-0.83226746,0.5264115
